# Wavelength[Angstrom] Flux_16[erg/s/cm^2/A] Flux_22[erg/s/cm^2/A] Flux_30[erg/s/cm^2/A] Flux_40[erg/s/cm^2/A]
1.186295909651703550e+04 6.745068106722348526e-15 3.246328863649247913e-15 1.439179969834901326e-15 9.357165376978107963e-16
1.183544004166074956e+04 6.838512152479704947e-15 3.343008030914296319e-15 1.536136553939959855e-15 9.782993945826415534e-16
1.180804836576610614e+04 6.902335131333440133e-15 3.461226039419709542e-15 1.547137452422283786e-15 9.915344534162589322e-16
1.178078318646623848e+04 7.055580966048208378e-15 3.510319819321798774e-15 1.602067443943443174e-15 1.025881866688318410e-15
1.175364362952515330e+04 6.873247276936155663e-15 3.569923644523440026e-15 1.645889505648852589e-15 1.057536715188002142e-15
1.172662882874431307e+04 6.949564024896866031e-15 3.617390674398633260e-15 1.717047572101477142e-15 1.101586408209978636e-15
1.169973792587046228e+04 7.041207455626849730e-15 3.693667553043596134e-15 1.735468928169873043e-15 1.124388991872003708e-15
1.167297007050473985e+04 7.210267181834238107e-15 3.754452670008529570e-15 1.807358359898067877e-15 1.141521924885038026e-15
1.164632442001304480e+04 7.297541410068711750e-15 3.811707886391689627e-15 1.873072006813232997e-15 1.189235722780307675e-15
1.161980013943760241e+04 7.163091374714988454e-15 3.884692780429696394e-15 1.889115427770102674e-15 1.217828382944246038e-15
1.159339640140975825e+04 7.402427490321560534e-15 3.934666040844115503e-15 1.935333668422715183e-15 1.229676294346681345e-15
1.156711238606394545e+04 7.480803381466144316e-15 4.027426393793840262e-15 2.002199549104022982e-15 1.262137432322850342e-15
1.154094728095282153e+04 7.671567217302446593e-15 4.038413471912262977e-15 2.011984372704345354e-15 1.289305641121739141e-15
1.151490028096356764e+04 7.774086489237544552e-15 4.096372655521261395e-15 2.108474871353507064e-15 1.283670890249491706e-15
1.148897058823529551e+04 8.001297516338841836e-15 4.190962667540171636e-15 2.094758293355937013e-15 1.291957952462991545e-15
1.146315741207758219e+04 8.025823115658001656e-15 4.452471598821791329e-15 2.174869245995901310e-15 1.338394775288851251e-15
1.143745996889010894e+04 8.140917970529971874e-15 4.560019249264561178e-15 2.329968311390503603e-15 1.418639626667551553e-15
1.141187748208335324e+04 8.300550310424552610e-15 4.796783957595827169e-15 2.450971391921165632e-15 1.491772954519092486e-15
1.138640918200036504e+04 8.623303700283057932e-15 5.068390136105482341e-15 2.526781659639427563e-15 1.573677484313100771e-15
1.136105430583958332e+04 8.720621433373331571e-15 5.288658779019581241e-15 2.693189881678731415e-15 1.638817562733478688e-15
1.133581209757866964e+04 8.823513940451432512e-15 5.455968688511677848e-15 2.805658618065052162e-15 1.714914589636662752e-15
1.131068180789938015e+04 9.195896391634018136e-15 5.683487898982822994e-15 2.906604176401356942e-15 1.807843155472809731e-15
1.128566269411339999e+04 9.509895131434177782e-15 6.003670936065822692e-15 3.062429198870242807e-15 1.889178399502486682e-15
1.126075402008918718e+04 9.510963917654193038e-15 6.215498207926314683e-15 3.236343821536789938e-15 1.982528753922215356e-15
1.123595505617977506e+04 1.001341289158548954e-14 6.391595458197217746e-15 3.380281296415867214e-15 2.062235293226047282e-15
1.121126507915153161e+04 1.003906344791227690e-14 6.573034563978525514e-15 3.499953138701321003e-15 2.238104747751451538e-15
1.118668337211383550e+04 1.011907987633136801e-14 6.815391735334411725e-15 3.723322940429451328e-15 2.440583734442198848e-15
1.116220922444970347e+04 1.047986076589645889e-14 7.040973445303241165e-15 3.908707357999954450e-15 2.596910333413173321e-15
1.113784193174730535e+04 1.053019742259355799e-14 7.207535678631620137e-15 4.047226356271015019e-15 2.657089614636215632e-15
1.111358079573238501e+04 1.052520262156141077e-14 7.250349958719933528e-15 4.105960400867189362e-15 2.689924074897527156e-15
1.108942512420156163e+04 1.052338339421178715e-14 7.362138886361075716e-15 4.231981416667925227e-15 2.755966996686777336e-15
1.106537423095649137e+04 1.064762154540266041e-14 7.420377588495055076e-15 4.173528761487594475e-15 2.773194979966185374e-15
1.104142743573889311e+04 1.067216939357598471e-14 7.578192277329282779e-15 4.230944765662867204e-15 2.778934614270565893e-15
1.101758406416640901e+04 1.065611193938495667e-14 7.785988645917337531e-15 4.355178080672287232e-15 2.846347232411181657e-15
1.099384344766930553e+04 1.086310635425560146e-14 7.835470535291433814e-15 4.483490598006266572e-15 2.871748539382701787e-15
1.097020492342797115e+04 1.076407377569834139e-14 8.128798067360754834e-15 4.501956379132929208e-15 2.910531536991537044e-15
1.094666783431123622e+04 1.116428505674690163e-14 8.264150516067703414e-15 4.600603192329500011e-15 2.935506881712832401e-15
1.092323152881548594e+04 1.144988410364682177e-14 8.547292991333322002e-15 4.626259205844828717e-15 3.004058857976465632e-15
1.089989536100453552e+04 1.149453088307053860e-14 8.600520930219674298e-15 4.644376104009981001e-15 3.056982549010966588e-15
1.087665869045029467e+04 1.159483489013604204e-14 8.790999508869393067e-15 4.726896501444772906e-15 3.040878691790891020e-15
1.085352088217417804e+04 1.190638008471942979e-14 8.825872806386518755e-15 4.762121907914974968e-15 3.098587891112945981e-15
1.083048130658926493e+04 1.189321013429689519e-14 8.783333365753280188e-15 4.741283818109513483e-15 3.119355459571186548e-15
1.080753933944319579e+04 1.177199050170959541e-14 8.554554615598190164e-15 4.659533276198488376e-15 3.101357314415569697e-15
1.078469436176178897e+04 1.157489340048249179e-14 8.415326772224386599e-15 4.671531854455543255e-15 3.060965217285258446e-15
1.076194575979337060e+04 1.113687495598445951e-14 7.922069375393527876e-15 4.525082037062547231e-15 2.926273945542888355e-15
1.073929292495382106e+04 1.101490254993330763e-14 7.482752805864708939e-15 4.328235307186709371e-15 2.699254543370202129e-15
1.071673525377229089e+04 1.043575775135865455e-14 6.955199954109475337e-15 3.933554834336446600e-15 2.423689855935674795e-15
1.069427214783761883e+04 9.846949404950594928e-15 6.415976540250252328e-15 3.567252162749028931e-15 2.160379610554355715e-15
1.067190301374541195e+04 9.263344058727779192e-15 5.933678747907333496e-15 3.329123813117279371e-15 1.982930089807174037e-15
1.064962726304579337e+04 8.319477628744817066e-15 5.474991393062525266e-15 3.024728136060025616e-15 1.867617252963585812e-15
1.062744431219180478e+04 7.767734238380155118e-15 4.899826579740189065e-15 2.754623077542282963e-15 1.757119478748591823e-15
1.060535358248844022e+04 7.357746867531586256e-15 4.655583525748189571e-15 2.519452466981477681e-15 1.802223756002988955e-15
1.058335450004233462e+04 6.852969969224545601e-15 4.305117407920665703e-15 2.317900337560882702e-15 1.722953901356175166e-15
1.056144649571205446e+04 6.668736757328157460e-15 3.917182664490808228e-15 2.162650764790201661e-15 1.592506435462888362e-15
1.053962900505902144e+04 6.349980206287965168e-15 3.544610575691280902e-15 1.775652071875745762e-15 1.409043995804266950e-15
1.051790146829904552e+04 6.058485548677499517e-15 3.239946479949536926e-15 1.632227879053992566e-15 1.083331829445518012e-15
1.049626333025442909e+04 5.932042306073878350e-15 3.010768005191390057e-15 1.500490388534913506e-15 1.019029269938908489e-15
1.047471404030670055e+04 5.746960022715723681e-15 2.735831982413950819e-15 1.377071854002073572e-15 9.430808402387199393e-16
1.045325305234989173e+04 5.597493528396479599e-15 2.535549133706901286e-15 1.327041279903994770e-15 9.285849118944884113e-16
1.043187982474441924e+04 5.584865827064050942e-15 2.371622945274496312e-15 1.257384469883366241e-15 8.925045648450637481e-16
1.041059382027150968e+04 5.406787754191780501e-15 2.198464594543745525e-15 1.165903572068900946e-15 8.375191755949312845e-16
1.038939450608818515e+04 5.252108296768193433e-15 2.098471684471335842e-15 1.163305584974008976e-15 7.942553679562365787e-16
1.036828135368281255e+04 4.879374922536501921e-15 1.960691561294720752e-15 1.078827174875442941e-15 7.705168231445025401e-16
1.034725383883117502e+04 4.236391434440206882e-15 1.705528628472673757e-15 9.977417270875639966e-16 7.338713022455287497e-16
1.032631144155307629e+04 3.494948346733789287e-15 1.670041034508986967e-15 9.564418841102935550e-16 6.907497985809737020e-16
1.030545364606950170e+04 2.970070974986667051e-15 1.525868757122140467e-15 9.201351915961851759e-16 6.569658233968142194e-16
1.028467994076024297e+04 2.770179058770572657e-15 1.413482552352589683e-15 8.355356604252374008e-16 6.187993894860714464e-16
1.026398981812209968e+04 2.671857722943701925e-15 1.334224754597194750e-15 8.202974910423077105e-16 5.942219369928849740e-16
1.024338277472752452e+04 2.644194165291975682e-15 1.181943974425634030e-15 7.994352300407111399e-16 5.494497252575148018e-16
1.022285831118380884e+04 2.732053947694651399e-15 1.197134330998711907e-15 7.399847685825003508e-16 5.250308170112140174e-16
1.020241593209271923e+04 2.834030482441810795e-15 1.082837668384746638e-15 7.165307427041073995e-16 4.976279376570030800e-16
1.018205514601067080e+04 2.902896734841767610e-15 1.043997864290947752e-15 6.654157067377903237e-16 4.675440111390396811e-16
1.016177546540931689e+04 3.272565348812804072e-15 9.340639424644485203e-16 6.352106016294941718e-16 4.122602014256955256e-16
1.014157640663664824e+04 3.774092512716491535e-15 8.983807341170556798e-16 6.054175857658909772e-16 4.132304757676251885e-16
1.012145748987854313e+04 4.309544621934761211e-15 8.697246004984828035e-16 5.490743470506970457e-16 3.874371384814174772e-16
1.010141823912077416e+04 4.813013167191997452e-15 8.534170604073008249e-16 5.050840619462049257e-16 3.409406534648293021e-16
1.008145818211146252e+04 5.388856839952155135e-15 8.990888308389780230e-16 4.518933357730736525e-16 3.181407755535116370e-16
1.006157685032398331e+04 6.109713118216690649e-15 1.061982198655810551e-15 4.594289630612767451e-16 3.055505307324828981e-16
1.004177377892030745e+04 6.754239675896725739e-15 1.181844728775707229e-15 4.194893273302976896e-16 2.842410860677787630e-16
1.002204850671477288e+04 7.346896377407957869e-15 1.546184433494733093e-15 3.971870073715454377e-16 2.565457746908990233e-16
1.000240057613827412e+04 8.056283539664369054e-15 2.038249167102933263e-15 3.453234796660945780e-16 2.572007353874845660e-16
9.982829533202891980e+03 8.537196381643436117e-15 2.819896794136936189e-15 3.237188242866553461e-16 2.310856765569283873e-16
9.963334927466921727e+03 9.049739550267019444e-15 4.063431966730671965e-15 3.116853884901823837e-16 2.130137221578528367e-16
9.943916312000319522e+03 9.245454497734236432e-15 4.847792828798786625e-15 2.575138799637442575e-16 1.951156312898616849e-16
9.924573243350536359e+03 9.634914982385041367e-15 4.496429132515898837e-15 2.509152267415695168e-16 1.600446048804481470e-16
9.905305281508775806e+03 9.712563914498464601e-15 4.121431705479076102e-15 2.318311984008102208e-16 1.620504399096515239e-16
9.886111989876621010e+03 9.798040696792484487e-15 4.181955841033492763e-15 2.226830357879014505e-16 1.472727006831274936e-16
9.866992935233058233e+03 9.688460822143968050e-15 4.058385350008528486e-15 2.143977481087309806e-16 1.393593434702571093e-16
9.847947687701884206e+03 9.539291103645661747e-15 4.062190686568948613e-15 2.137999450315444060e-16 1.374307318431517013e-16
9.828975820719480907e+03 8.988181703704278347e-15 4.138353250627662792e-15 2.443413153811624061e-16 1.314462068132125078e-16
9.810076911002983252e+03 8.932722528827718051e-15 4.332295702788826625e-15 3.471258735513581046e-16 1.539050184219479571e-16
9.791250538518779649e+03 9.202074118066606154e-15 4.745089510700215865e-15 5.727138284380005742e-16 2.484349163956216802e-16
9.772496286451410924e+03 9.450423260732895606e-15 5.094943370924038630e-15 1.054266965162064398e-15 5.410708022017649103e-16
9.753813741172798473e+03 9.890711541420300534e-15 5.656056770675809682e-15 1.867500415713622900e-15 1.175799242262052172e-15
9.735202492211838035e+03 1.007581953814700812e-14 6.001804459225606615e-15 3.043685956917727074e-15 2.178208703542199823e-15
9.716662132224339075e+03 1.080767103919638243e-14 6.307356596518843425e-15 3.382071001635643496e-15 2.253027225750619646e-15
9.698192256963300679e+03 1.105647774353474270e-14 6.731810634924796224e-15 3.545438660080719132e-15 2.265047918738635843e-15
9.679792465249545785e+03 1.133555846871767211e-14 7.103272972578597968e-15 3.739674872884886610e-15 2.365294394980258185e-15
9.661462358942648279e+03 1.171691763942713308e-14 7.209398086686919400e-15 3.825769460733756546e-15 2.286502323496403459e-15
9.643201542912245714e+03 1.205564286403221506e-14 7.570093714569691398e-15 3.939658919642268936e-15 2.351225842441454399e-15
9.625009625009624870e+03 1.233344051948540572e-14 7.826975072365830272e-15 4.100361148659061124e-15 2.291695451222646618e-15
9.606886216039656574e+03 1.268050095503505687e-14 8.021144112815923473e-15 4.190886500405605837e-15 2.361409561272069298e-15
9.588830929733047014e+03 1.279119211247837999e-14 8.180424363484651562e-15 4.365813064058312359e-15 2.431887212160654787e-15
9.570843382718885550e+03 1.304654744578036273e-14 8.335881838629144874e-15 4.448069828406054228e-15 2.651402592340530169e-15
9.552923194497516306e+03 1.282872743414994101e-14 8.503769706891423969e-15 4.648096349050257817e-15 2.742212534160672093e-15
9.535069987413708077e+03 1.302952524832689169e-14 8.492119461986655201e-15 4.814616515917827005e-15 2.867876410493235899e-15
9.517283386630120731e+03 1.297605760489170450e-14 8.738346932742334764e-15 4.905691424079927057e-15 2.893092000248785702e-15
9.499563020101075381e+03 1.311850245648440196e-14 8.854926854996750164e-15 5.033804633249484346e-15 2.929632177376411372e-15
9.481908518546613777e+03 1.329381630963458090e-14 8.882329262138178540e-15 5.212287433494266290e-15 2.941525267420020508e-15
9.464319515426841463e+03 1.323121269543318975e-14 8.881133989765976607e-15 5.312518829287859768e-15 2.934352329060218190e-15
9.446795646916565602e+03 1.352391630382219413e-14 8.847322702579501666e-15 5.253570171169728334e-15 2.843550336535369217e-15
9.429336551880211118e+03 1.347596076733717441e-14 9.097498464389712252e-15 5.289970471321154430e-15 2.845345588204871263e-15
9.411941871847000584e+03 1.351776162016229658e-14 9.275141401250352447e-15 5.443327301765307150e-15 2.928455317052018826e-15
9.394611250986434243e+03 1.357664743338126601e-14 9.418088708515830191e-15 5.520467282008783064e-15 2.943887583880991575e-15
9.377344336084021052e+03 1.370383164117247505e-14 9.752294084216202602e-15 5.510615475790497419e-15 2.650671525077018718e-15
9.360140776517278937e+03 1.393614277524833773e-14 1.001964161872096080e-14 5.633776117191689610e-15 2.655656267907036970e-15
9.343000224232006076e+03 1.423592518634902024e-14 1.028298075008954791e-14 5.758283643181565465e-15 2.909704762410223940e-15
9.325922333718805021e+03 1.456227253769802598e-14 1.067184426746848333e-14 6.086106243210769288e-15 3.176396068990417017e-15
9.308906761989870574e+03 1.481076840479795867e-14 1.106469682611824336e-14 6.315801805621942146e-15 3.491815412146937065e-15
9.291953168556030505e+03 1.525527364552290199e-14 1.167350116031092780e-14 6.790129751270605442e-15 4.106519949707330561e-15
9.275061215404020913e+03 1.545477935275079186e-14 1.230051765416605665e-14 7.266464219417859480e-15 4.646857694683931400e-15
9.258230566974039903e+03 1.608805034510458158e-14 1.235098416046151067e-14 8.012701483236047801e-15 4.760551061031214185e-15
9.241460890137512251e+03 1.600302885802762867e-14 1.239033576026027289e-14 8.046749927483362592e-15 4.670582890469991228e-15
9.224751854175123299e+03 1.629273336032104368e-14 1.254909810776746593e-14 8.145037356119358914e-15 4.764956021355289020e-15
9.208103130755063830e+03 1.623846140203589670e-14 1.275969864879459972e-14 8.059119062459341777e-15 5.086040050880063578e-15
9.191514393911540537e+03 1.651453843229798556e-14 1.276958517639434495e-14 8.345384528709505509e-15 5.300647495125361353e-15
9.174985320023488384e+03 1.622537055198926375e-14 1.281831679095829342e-14 8.362387432761252447e-15 5.085481470076026160e-15
9.158515587793530358e+03 1.628806581482064891e-14 1.296704956370295572e-14 8.437788923826445934e-15 5.060479180507171192e-15
9.142104878227162772e+03 1.598378752699542109e-14 1.308850360311313122e-14 8.373198764445802225e-15 5.020666014730714757e-15
9.125752874612155210e+03 1.556276361020663247e-14 1.287398062061208436e-14 8.312127713939260603e-15 4.908537648530418705e-15
9.109459262498177850e+03 1.526820397719704384e-14 1.222964494114844536e-14 8.173748991159917535e-15 4.749881503732015263e-15
9.093223729676645235e+03 1.472434706565967869e-14 1.129910849038087248e-14 7.798439580861255303e-15 4.446061663404513836e-15
9.077045966160772878e+03 1.435716910800005923e-14 1.067860301283117984e-14 7.087968431030045035e-15 3.950110300147012663e-15
9.060925664165852140e+03 1.368632007477703664e-14 9.843126064538529173e-15 6.587877378787423513e-15 3.592895241528958902e-15
